1	1
1	6
2	2
2	3
2	4
2	65
2   66
3	5
3	7
3	8
3	9
3	25
3	38
3	39
3	48
3	49
3	50
3	61
4	10
4	11
4	14
4	15
4	16
4	17
4	18
4	19
4	21
4	22
4	23
4	24
4	28
4	29
4	30
4	32
4	33
4	34
4	44
4	45
4	54
4	55
4	58
4	59
4	62
4	93
5	12
5	13
6	18
6	20
7	92
8	26
9	27
10	31
11	35
11	36
12	37
13	40
13	86
13	87
13	88
13	89
14	41
14	42
15	46
15	47
16	51
17	63
18	64
19	69
19	70
20	67
21	43
22	81
23	90
23	91
24	82
24	83
24	84
